ME_SM_unit_1 ME_SM_unit_2 ME_SM_unit_3 ME_SM_unit_4 ME_SM_unit_5 ME_SM_unit_6 ME_SM_unit_7 ME_SM_unit_8 ME_SM_unit_9 ME_SM_unit_10 ME_SM_unit_11 ME_SM_unit_12 ME_SM_unit_13 ME_SM_unit_14 ME_SM_unit_15 ME_SM_unit_16 ME_SM_unit_17 ME_SM_unit_18 ME_SM_unit_19 ME_SM_unit_20 ME_SM_unit_21 ME_SM_unit_22 ME_SM_unit_23 ME_SM_unit_24 ME_SM_unit_25 ME_ST_unit_1 ME_ST_unit_2 ME_ST_unit_3 ME_ST_unit_4 ME_ST_unit_5 ME_ST_unit_6 ME_ST_unit_7 ME_ST_unit_8 ME_ST_unit_9 ME_ST_unit_10 ME_ST_unit_11 ME_ST_unit_12 ME_ST_unit_13 ME_ST_unit_14 ME_ST_unit_15 ME_ST_unit_16 ME_ST_unit_17 ME_ST_unit_18 ME_ST_unit_19 ME_ST_unit_20 ME_ST_unit_21 ME_ST_unit_22 ME_ST_unit_23 ME_ST_unit_24 ME_ST_unit_25 ML_SM_unit_1 ML_SM_unit_2 ML_SM_unit_3 ML_SM_unit_4 ML_SM_unit_5 ML_SM_unit_6 ML_SM_unit_7 ML_SM_unit_8 ML_SM_unit_9 ML_SM_unit_10 ML_SM_unit_11 ML_SM_unit_12 ML_SM_unit_13 ML_SM_unit_14 ML_SM_unit_15 ML_SM_unit_16 ML_SM_unit_17 ML_SM_unit_18 ML_SM_unit_19 ML_SM_unit_20 ML_SM_unit_21 ML_SM_unit_22 ML_SM_unit_23 ML_SM_unit_24 ML_SM_unit_25 ML_ST_unit_1 ML_ST_unit_2 ML_ST_unit_3 ML_ST_unit_4 ML_ST_unit_5 ML_ST_unit_6 ML_ST_unit_7 ML_ST_unit_8 ML_ST_unit_9 ML_ST_unit_10 ML_ST_unit_11 ML_ST_unit_12 ML_ST_unit_13 ML_ST_unit_14 ML_ST_unit_15 ML_ST_unit_16 ML_ST_unit_17 ML_ST_unit_18 ML_ST_unit_19 ML_ST_unit_20 ML_ST_unit_21 ML_ST_unit_22 ML_ST_unit_23 ML_ST_unit_24 ML_ST_unit_25
0.475 0.392 0.275 0.275 0.275 0.258 0.233 0.217 0.208 0.208 0.2 0.2 0.183 0.183 0.183 0.183 0.167 0.167 0.183 0.175 0.208 0.208 0.192 0.167 0.167 0.475 0.392 0.333 0.333 0.25 0.283 0.258 0.175 0.233 0.242 0.258 0.192 0.2 0.2 0.2 0.192 0.175 0.183 0.167 0.183 0.175 0.15 0.167 0.158 0.175 0.533 0.367 0.317 0.183 0.183 0.2 0.142 0.125 0.125 0.117 0.133 0.117 0.117 0.117 0.117 0.117 0.117 0.108 0.108 0.117 0.108 0.117 0.1 0.1 0.083 0.533 0.492 0.408 0.35 0.308 0.275 0.208 0.225 0.192 0.225 0.208 0.183 0.167 0.158 0.15 0.133 0.133 0.125 0.15 0.125 0.092 0.125 0.142 0.1 0.1
0.392 0.283 0.192 0.2 0.167 0.142 0.125 0.125 0.142 0.125 0.142 0.142 0.142 0.133 0.15 0.133 0.142 0.142 0.142 0.117 0.125 0.117 0.108 0.108 0.083 0.392 0.317 0.233 0.225 0.167 0.2 0.167 0.133 0.133 0.125 0.1 0.117 0.108 0.125 0.1 0.1 0.117 0.108 0.092 0.1 0.075 0.083 0.083 0.083 0.083 0.375 0.25 0.192 0.158 0.15 0.183 0.117 0.133 0.133 0.125 0.133 0.158 0.142 0.133 0.108 0.108 0.133 0.108 0.108 0.117 0.117 0.1 0.117 0.117 0.083 0.375 0.367 0.25 0.175 0.125 0.15 0.142 0.117 0.125 0.125 0.117 0.117 0.125 0.117 0.117 0.1 0.125 0.108 0.092 0.108 0.108 0.1 0.1 0.108 0.1
0.492 0.275 0.242 0.2 0.225 0.183 0.183 0.183 0.167 0.142 0.15 0.167 0.158 0.15 0.158 0.158 0.175 0.167 0.167 0.167 0.158 0.167 0.167 0.167 0.167 0.492 0.433 0.283 0.275 0.233 0.25 0.225 0.208 0.217 0.192 0.208 0.183 0.158 0.183 0.192 0.192 0.158 0.158 0.175 0.158 0.15 0.15 0.15 0.158 0.158 0.458 0.333 0.308 0.267 0.283 0.267 0.258 0.275 0.267 0.25 0.225 0.25 0.25 0.25 0.25 0.258 0.258 0.258 0.242 0.258 0.25 0.25 0.25 0.25 0.25 0.458 0.35 0.325 0.292 0.308 0.225 0.225 0.25 0.283 0.275 0.242 0.2 0.208 0.2 0.208 0.2 0.192 0.192 0.183 0.192 0.2 0.192 0.192 0.175 0.225
0.225 0.225 0.175 0.175 0.175 0.167 0.167 0.183 0.175 0.2 0.208 0.183 0.192 0.192 0.183 0.183 0.208 0.192 0.192 0.183 0.183 0.175 0.183 0.167 0.167 0.225 0.225 0.192 0.208 0.192 0.15 0.133 0.125 0.125 0.133 0.133 0.133 0.133 0.15 0.117 0.125 0.133 0.142 0.133 0.133 0.125 0.108 0.108 0.108 0.092 0.233 0.208 0.192 0.2 0.183 0.183 0.167 0.175 0.175 0.183 0.175 0.167 0.167 0.167 0.167 0.167 0.167 0.167 0.167 0.167 0.167 0.167 0.167 0.167 0.167 0.233 0.225 0.167 0.167 0.183 0.2 0.183 0.175 0.167 0.158 0.15 0.175 0.175 0.167 0.158 0.167 0.175 0.167 0.167 0.167 0.167 0.167 0.167 0.167 0.175
0.392 0.325 0.258 0.267 0.25 0.233 0.267 0.2 0.242 0.225 0.2 0.217 0.208 0.217 0.217 0.192 0.2 0.183 0.167 0.167 0.175 0.175 0.167 0.142 0.167 0.392 0.383 0.258 0.275 0.175 0.233 0.258 0.258 0.2 0.208 0.158 0.142 0.142 0.125 0.133 0.133 0.117 0.133 0.108 0.083 0.1 0.108 0.133 0.133 0.108 0.45 0.208 0.175 0.092 0.108 0.125 0.133 0.1 0.125 0.108 0.092 0.1 0.092 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.45 0.375 0.25 0.233 0.217 0.225 0.258 0.175 0.175 0.158 0.15 0.142 0.142 0.125 0.117 0.117 0.125 0.117 0.117 0.092 0.092 0.1 0.092 0.092 0.092
0.617 0.517 0.475 0.475 0.475 0.475 0.425 0.483 0.458 0.425 0.467 0.475 0.467 0.475 0.483 0.483 0.483 0.508 0.483 0.483 0.475 0.5 0.475 0.492 0.5 0.617 0.6 0.508 0.5 0.475 0.45 0.417 0.433 0.425 0.4 0.375 0.408 0.392 0.417 0.417 0.4 0.4 0.4 0.392 0.4 0.383 0.375 0.367 0.375 0.358 0.567 0.433 0.4 0.383 0.375 0.375 0.367 0.383 0.392 0.392 0.375 0.383 0.392 0.383 0.375 0.4 0.4 0.392 0.4 0.392 0.408 0.417 0.417 0.417 0.417 0.567 0.492 0.442 0.392 0.375 0.408 0.4 0.375 0.35 0.325 0.333 0.333 0.325 0.35 0.35 0.342 0.342 0.342 0.333 0.333 0.342 0.333 0.333 0.333 0.333
0.625 0.525 0.45 0.367 0.408 0.367 0.292 0.317 0.367 0.342 0.342 0.3 0.325 0.308 0.3 0.308 0.3 0.292 0.292 0.275 0.283 0.283 0.275 0.258 0.25 0.625 0.583 0.467 0.458 0.467 0.467 0.442 0.417 0.408 0.383 0.392 0.367 0.358 0.367 0.342 0.358 0.367 0.383 0.325 0.333 0.3 0.3 0.3 0.333 0.3 0.667 0.442 0.342 0.308 0.308 0.283 0.258 0.258 0.25 0.267 0.242 0.242 0.225 0.233 0.25 0.25 0.25 0.25 0.242 0.25 0.25 0.25 0.25 0.25 0.25 0.667 0.608 0.525 0.467 0.417 0.375 0.333 0.358 0.342 0.292 0.325 0.3 0.325 0.317 0.35 0.325 0.367 0.358 0.333 0.333 0.267 0.283 0.258 0.292 0.267
0.467 0.375 0.358 0.208 0.167 0.15 0.175 0.15 0.175 0.175 0.133 0.125 0.142 0.158 0.133 0.183 0.158 0.15 0.158 0.15 0.167 0.167 0.158 0.167 0.167 0.467 0.433 0.292 0.233 0.183 0.175 0.183 0.192 0.15 0.15 0.133 0.15 0.108 0.125 0.108 0.092 0.092 0.108 0.125 0.1 0.1 0.075 0.083 0.075 0.05 0.425 0.242 0.15 0.092 0.067 0.025 0.025 0.025 0.033 0.025 0.017 0.017 0.017 0.017 0.017 0.017 0.017 0.008 0.008 0 0 0 0 0 0 0.425 0.4 0.358 0.267 0.208 0.167 0.15 0.15 0.092 0.1 0.083 0.067 0.05 0.067 0.033 0.033 0.033 0.05 0.058 0.025 0.033 0.008 0.008 0.017 0.008
0.5 0.358 0.375 0.358 0.375 0.358 0.375 0.367 0.35 0.35 0.342 0.358 0.358 0.375 0.383 0.375 0.392 0.367 0.375 0.392 0.375 0.4 0.408 0.417 0.417 0.5 0.483 0.408 0.433 0.392 0.392 0.367 0.358 0.342 0.325 0.3 0.333 0.333 0.358 0.367 0.383 0.383 0.383 0.383 0.392 0.4 0.4 0.392 0.392 0.4 0.608 0.425 0.4 0.4 0.342 0.35 0.358 0.358 0.325 0.275 0.317 0.317 0.342 0.342 0.333 0.317 0.342 0.325 0.35 0.3 0.333 0.308 0.3 0.317 0.333 0.608 0.5 0.417 0.342 0.358 0.367 0.367 0.325 0.308 0.308 0.283 0.267 0.267 0.258 0.292 0.283 0.3 0.3 0.317 0.292 0.292 0.292 0.267 0.258 0.225
0.4 0.35 0.4 0.317 0.342 0.3 0.358 0.358 0.333 0.317 0.342 0.317 0.317 0.333 0.342 0.375 0.342 0.325 0.35 0.367 0.35 0.35 0.35 0.358 0.333 0.4 0.433 0.308 0.342 0.358 0.3 0.325 0.292 0.308 0.3 0.308 0.25 0.258 0.292 0.3 0.308 0.275 0.3 0.267 0.283 0.308 0.342 0.317 0.308 0.317 0.45 0.333 0.275 0.317 0.283 0.267 0.275 0.283 0.275 0.25 0.233 0.258 0.258 0.258 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.45 0.45 0.392 0.367 0.325 0.292 0.267 0.267 0.275 0.258 0.25 0.242 0.233 0.233 0.25 0.242 0.242 0.267 0.25 0.258 0.267 0.267 0.25 0.242 0.25
0.408 0.333 0.292 0.283 0.267 0.283 0.3 0.275 0.275 0.267 0.258 0.233 0.242 0.267 0.267 0.258 0.258 0.258 0.242 0.233 0.242 0.242 0.242 0.242 0.25 0.408 0.358 0.292 0.258 0.267 0.242 0.258 0.267 0.275 0.275 0.283 0.3 0.308 0.342 0.333 0.333 0.358 0.325 0.333 0.325 0.342 0.325 0.325 0.342 0.325 0.417 0.317 0.242 0.275 0.25 0.233 0.242 0.233 0.25 0.25 0.25 0.25 0.242 0.242 0.242 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.417 0.367 0.308 0.333 0.325 0.258 0.25 0.242 0.225 0.217 0.25 0.242 0.233 0.225 0.242 0.225 0.233 0.233 0.242 0.233 0.225 0.233 0.225 0.233 0.233
0.575 0.483 0.383 0.35 0.383 0.358 0.358 0.417 0.392 0.392 0.383 0.392 0.392 0.35 0.367 0.35 0.367 0.383 0.425 0.433 0.425 0.467 0.492 0.5 0.5 0.575 0.475 0.417 0.408 0.358 0.342 0.333 0.292 0.3 0.308 0.308 0.317 0.3 0.3 0.258 0.275 0.292 0.317 0.292 0.292 0.292 0.308 0.275 0.283 0.333 0.542 0.367 0.275 0.308 0.242 0.183 0.2 0.192 0.192 0.208 0.217 0.192 0.192 0.2 0.175 0.192 0.175 0.192 0.192 0.183 0.183 0.192 0.2 0.183 0.167 0.542 0.417 0.375 0.283 0.258 0.242 0.242 0.233 0.242 0.217 0.208 0.2 0.2 0.208 0.183 0.167 0.158 0.175 0.167 0.158 0.175 0.175 0.167 0.183 0.2
0.383 0.292 0.2 0.167 0.158 0.183 0.108 0.117 0.067 0.067 0.067 0.042 0.042 0.025 0.042 0.017 0.008 0.008 0.008 0 0 0 0 0 0 0.383 0.325 0.242 0.208 0.133 0.133 0.117 0.108 0.075 0.092 0.083 0.067 0.067 0.042 0.05 0.05 0.067 0.042 0.042 0.033 0.025 0.025 0.025 0.025 0.025 0.317 0.2 0.075 0.075 0.067 0.058 0.017 0.025 0.017 0.008 0.025 0.017 0.025 0.017 0.017 0.008 0 0 0 0 0 0 0 0 0 0.317 0.358 0.133 0.1 0.075 0.05 0.042 0.042 0.033 0.025 0.042 0.042 0.025 0.025 0.017 0.017 0.025 0.017 0.017 0.017 0.017 0.017 0.017 0.008 0.017
0.458 0.3 0.183 0.175 0.208 0.225 0.233 0.167 0.158 0.2 0.208 0.158 0.142 0.15 0.142 0.142 0.133 0.15 0.15 0.233 0.242 0.217 0.242 0.225 0.25 0.458 0.417 0.358 0.292 0.25 0.2 0.208 0.183 0.158 0.167 0.133 0.15 0.133 0.15 0.15 0.15 0.142 0.15 0.125 0.117 0.1 0.1 0.125 0.133 0.108 0.417 0.242 0.208 0.208 0.15 0.117 0.117 0.15 0.192 0.183 0.15 0.175 0.167 0.167 0.192 0.183 0.217 0.2 0.167 0.183 0.183 0.15 0.117 0.117 0.083 0.417 0.358 0.317 0.267 0.2 0.192 0.183 0.192 0.2 0.175 0.167 0.158 0.142 0.142 0.133 0.158 0.133 0.142 0.133 0.142 0.142 0.125 0.125 0.125 0.125
0.492 0.233 0.175 0.15 0.183 0.108 0.092 0.092 0.092 0.092 0.092 0.092 0.092 0.092 0.092 0.083 0.075 0.075 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.492 0.442 0.367 0.342 0.242 0.208 0.183 0.133 0.175 0.125 0.125 0.117 0.117 0.092 0.1 0.1 0.108 0.108 0.075 0.092 0.083 0.092 0.092 0.092 0.083 0.367 0.267 0.075 0.1 0.1 0.125 0.067 0.05 0.067 0.067 0.067 0.075 0.075 0.075 0.075 0.075 0.092 0.092 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.367 0.433 0.3 0.183 0.15 0.167 0.208 0.167 0.125 0.1 0.117 0.108 0.1 0.1 0.108 0.092 0.092 0.1 0.083 0.075 0.092 0.083 0.083 0.083 0.083
0.35 0.142 0.167 0.108 0.1 0.1 0.108 0.1 0.075 0.083 0.1 0.092 0.092 0.083 0.092 0.1 0.108 0.1 0.1 0.1 0.1 0.092 0.083 0.083 0.083 0.35 0.292 0.258 0.192 0.158 0.158 0.117 0.108 0.1 0.092 0.075 0.092 0.108 0.1 0.1 0.083 0.1 0.092 0.092 0.092 0.1 0.092 0.1 0.083 0.083 0.317 0.267 0.233 0.2 0.192 0.192 0.192 0.175 0.183 0.192 0.2 0.175 0.175 0.167 0.158 0.158 0.167 0.167 0.167 0.183 0.192 0.167 0.158 0.158 0.167 0.317 0.317 0.25 0.25 0.233 0.2 0.175 0.192 0.192 0.15 0.175 0.158 0.158 0.167 0.167 0.183 0.192 0.183 0.183 0.208 0.183 0.175 0.183 0.2 0.192
0.433 0.358 0.342 0.342 0.275 0.317 0.292 0.317 0.325 0.342 0.325 0.333 0.333 0.317 0.325 0.317 0.325 0.317 0.325 0.333 0.342 0.325 0.333 0.325 0.333 0.433 0.408 0.35 0.367 0.325 0.292 0.333 0.325 0.333 0.325 0.317 0.333 0.317 0.317 0.292 0.317 0.317 0.308 0.317 0.317 0.3 0.3 0.292 0.258 0.258 0.4 0.267 0.242 0.25 0.25 0.25 0.258 0.25 0.258 0.242 0.242 0.217 0.217 0.225 0.225 0.225 0.233 0.217 0.233 0.242 0.25 0.25 0.25 0.25 0.25 0.4 0.358 0.325 0.3 0.242 0.233 0.242 0.258 0.258 0.25 0.233 0.258 0.242 0.225 0.2 0.217 0.225 0.225 0.217 0.2 0.2 0.192 0.208 0.217 0.2
0.392 0.258 0.158 0.142 0.108 0.083 0.083 0.067 0.067 0.067 0.067 0.075 0.075 0.075 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.392 0.408 0.292 0.258 0.192 0.158 0.125 0.117 0.108 0.125 0.108 0.108 0.117 0.1 0.125 0.108 0.1 0.083 0.075 0.083 0.083 0.075 0.067 0.075 0.075 0.367 0.308 0.242 0.183 0.208 0.158 0.192 0.183 0.2 0.192 0.183 0.2 0.2 0.183 0.183 0.192 0.2 0.183 0.167 0.15 0.175 0.208 0.225 0.2 0.083 0.367 0.3 0.25 0.258 0.242 0.217 0.208 0.175 0.167 0.183 0.175 0.158 0.142 0.142 0.133 0.125 0.142 0.133 0.125 0.108 0.117 0.117 0.108 0.108 0.125
0.417 0.367 0.333 0.333 0.283 0.275 0.283 0.233 0.217 0.233 0.233 0.208 0.2 0.217 0.208 0.217 0.175 0.183 0.183 0.183 0.183 0.167 0.167 0.167 0.167 0.417 0.45 0.367 0.308 0.292 0.258 0.258 0.225 0.233 0.225 0.225 0.217 0.217 0.208 0.208 0.208 0.208 0.208 0.2 0.208 0.192 0.192 0.192 0.208 0.2 0.367 0.317 0.25 0.192 0.233 0.192 0.208 0.217 0.225 0.208 0.233 0.225 0.192 0.192 0.183 0.175 0.183 0.175 0.183 0.167 0.15 0.158 0.15 0.167 0.167 0.367 0.325 0.325 0.292 0.258 0.233 0.25 0.258 0.225 0.217 0.233 0.225 0.233 0.208 0.208 0.208 0.217 0.208 0.2 0.192 0.225 0.192 0.192 0.192 0.158
0.475 0.358 0.333 0.325 0.283 0.3 0.283 0.275 0.275 0.283 0.267 0.258 0.258 0.258 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.25 0.475 0.442 0.358 0.292 0.275 0.283 0.292 0.292 0.267 0.292 0.283 0.275 0.275 0.258 0.258 0.275 0.267 0.267 0.275 0.275 0.267 0.267 0.258 0.267 0.25 0.325 0.25 0.192 0.183 0.167 0.158 0.183 0.158 0.142 0.2 0.175 0.167 0.192 0.167 0.158 0.167 0.158 0.15 0.158 0.158 0.158 0.158 0.167 0.158 0.167 0.325 0.317 0.2 0.175 0.208 0.208 0.2 0.183 0.183 0.217 0.208 0.192 0.167 0.167 0.167 0.167 0.175 0.158 0.175 0.158 0.15 0.167 0.183 0.175 0.167
0.433 0.3 0.183 0.15 0.167 0.183 0.167 0.158 0.158 0.183 0.15 0.133 0.142 0.133 0.133 0.125 0.125 0.1 0.108 0.117 0.1 0.092 0.083 0.083 0.083 0.433 0.408 0.342 0.242 0.242 0.208 0.208 0.2 0.192 0.2 0.175 0.175 0.175 0.175 0.167 0.15 0.158 0.15 0.158 0.167 0.158 0.133 0.15 0.142 0.133 0.333 0.175 0.142 0.117 0.117 0.1 0.075 0.083 0.1 0.092 0.083 0.092 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.333 0.275 0.142 0.15 0.167 0.142 0.142 0.133 0.117 0.133 0.142 0.125 0.108 0.108 0.1 0.1 0.1 0.1 0.108 0.1 0.1 0.1 0.1 0.083 0.092
0.317 0.15 0.117 0.067 0.075 0.058 0.05 0.067 0.067 0.058 0.05 0.025 0.033 0.042 0.025 0.05 0.058 0.067 0.025 0.033 0.025 0.033 0.042 0.042 0.083 0.317 0.283 0.183 0.125 0.083 0.067 0.075 0.067 0.067 0.042 0.033 0.025 0.025 0.025 0.017 0.025 0.033 0.025 0.017 0.017 0.025 0.017 0.017 0.017 0.017 0.283 0.167 0.117 0.1 0.083 0.092 0.1 0.092 0.108 0.1 0.083 0.083 0.083 0.083 0.092 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.283 0.225 0.183 0.108 0.083 0.1 0.117 0.092 0.083 0.1 0.083 0.075 0.083 0.092 0.083 0.083 0.092 0.083 0.075 0.092 0.083 0.092 0.075 0.083 0.075
0.433 0.317 0.267 0.25 0.275 0.258 0.233 0.2 0.233 0.225 0.217 0.208 0.192 0.183 0.175 0.192 0.225 0.217 0.192 0.2 0.167 0.192 0.192 0.208 0.333 0.433 0.342 0.35 0.267 0.267 0.258 0.208 0.225 0.217 0.192 0.192 0.183 0.175 0.158 0.133 0.167 0.167 0.142 0.142 0.133 0.133 0.158 0.175 0.142 0.142 0.35 0.258 0.167 0.192 0.2 0.167 0.142 0.167 0.15 0.125 0.125 0.108 0.1 0.092 0.108 0.083 0.108 0.092 0.092 0.075 0.05 0.058 0.05 0.025 0 0.35 0.4 0.258 0.225 0.192 0.225 0.2 0.208 0.192 0.183 0.167 0.208 0.125 0.142 0.125 0.108 0.117 0.133 0.117 0.167 0.092 0.167 0.175 0.15 0.142
0.567 0.467 0.433 0.4 0.425 0.392 0.4 0.383 0.383 0.367 0.392 0.367 0.342 0.358 0.308 0.283 0.308 0.283 0.308 0.292 0.317 0.308 0.325 0.308 0.333 0.567 0.6 0.4 0.392 0.358 0.325 0.325 0.333 0.3 0.275 0.292 0.275 0.283 0.283 0.283 0.275 0.283 0.283 0.25 0.258 0.225 0.233 0.25 0.25 0.25 0.567 0.467 0.367 0.342 0.342 0.275 0.317 0.283 0.283 0.3 0.258 0.242 0.208 0.183 0.2 0.217 0.183 0.192 0.167 0.175 0.175 0.167 0.167 0.167 0.167 0.567 0.492 0.392 0.4 0.35 0.333 0.308 0.317 0.325 0.292 0.292 0.267 0.267 0.267 0.25 0.225 0.208 0.192 0.192 0.2 0.192 0.192 0.2 0.183 0.183
0.358 0.192 0.217 0.183 0.175 0.192 0.2 0.183 0.192 0.183 0.175 0.183 0.192 0.183 0.175 0.183 0.167 0.167 0.167 0.175 0.167 0.167 0.167 0.167 0.167 0.358 0.258 0.25 0.208 0.225 0.192 0.183 0.208 0.2 0.208 0.192 0.192 0.183 0.167 0.167 0.167 0.167 0.167 0.167 0.167 0.167 0.167 0.167 0.167 0.167 0.275 0.133 0.1 0.108 0.092 0.092 0.1 0.083 0.083 0.075 0.1 0.075 0.1 0.092 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.275 0.225 0.158 0.142 0.133 0.117 0.125 0.133 0.117 0.108 0.117 0.1 0.125 0.108 0.1 0.092 0.083 0.083 0.092 0.092 0.083 0.092 0.092 0.1 0.1
0.475 0.292 0.258 0.175 0.2 0.183 0.192 0.2 0.2 0.2 0.208 0.192 0.2 0.192 0.2 0.2 0.2 0.192 0.183 0.183 0.2 0.192 0.192 0.175 0.167 0.475 0.392 0.325 0.242 0.183 0.15 0.15 0.15 0.183 0.175 0.15 0.175 0.175 0.167 0.175 0.183 0.175 0.183 0.183 0.167 0.183 0.175 0.175 0.175 0.175 0.408 0.192 0.092 0.075 0.108 0.092 0.083 0.067 0.075 0.058 0.058 0.058 0.05 0.05 0.025 0.008 0 0 0.008 0 0 0 0 0 0 0.408 0.358 0.225 0.183 0.142 0.158 0.133 0.125 0.142 0.125 0.117 0.108 0.108 0.108 0.1 0.092 0.092 0.083 0.092 0.125 0.1 0.092 0.083 0.083 0.058
0.558 0.475 0.408 0.45 0.458 0.467 0.475 0.442 0.458 0.467 0.483 0.483 0.492 0.483 0.492 0.492 0.492 0.492 0.483 0.475 0.492 0.5 0.5 0.5 0.5 0.558 0.567 0.508 0.45 0.475 0.475 0.383 0.4 0.383 0.392 0.392 0.383 0.375 0.35 0.367 0.358 0.3 0.342 0.325 0.333 0.333 0.333 0.342 0.35 0.358 0.55 0.475 0.4 0.408 0.358 0.317 0.292 0.283 0.283 0.3 0.325 0.333 0.35 0.35 0.325 0.258 0.3 0.292 0.25 0.283 0.292 0.292 0.3 0.317 0.25 0.55 0.6 0.475 0.458 0.475 0.467 0.45 0.467 0.425 0.4 0.383 0.367 0.383 0.35 0.35 0.383 0.375 0.35 0.35 0.333 0.342 0.333 0.342 0.333 0.325
0.408 0.217 0.192 0.25 0.217 0.225 0.192 0.175 0.142 0.15 0.142 0.15 0.158 0.158 0.158 0.158 0.15 0.15 0.158 0.158 0.158 0.158 0.158 0.167 0.167 0.408 0.317 0.283 0.267 0.242 0.225 0.25 0.2 0.2 0.192 0.192 0.167 0.2 0.192 0.175 0.15 0.158 0.15 0.15 0.167 0.142 0.142 0.133 0.133 0.125 0.325 0.133 0.142 0.067 0.083 0.058 0.025 0.025 0.025 0.025 0.008 0.008 0.008 0.008 0.008 0.008 0 0 0 0 0 0 0 0 0 0.325 0.3 0.275 0.233 0.175 0.167 0.183 0.175 0.15 0.117 0.1 0.092 0.1 0.067 0.1 0.092 0.058 0.058 0.05 0.05 0.058 0.042 0.042 0.042 0.025
0.292 0.283 0.217 0.208 0.2 0.192 0.2 0.192 0.183 0.175 0.175 0.175 0.175 0.167 0.175 0.175 0.167 0.167 0.167 0.167 0.167 0.167 0.167 0.167 0.167 0.292 0.325 0.233 0.258 0.208 0.192 0.158 0.175 0.208 0.2 0.192 0.183 0.158 0.175 0.183 0.133 0.167 0.133 0.133 0.15 0.142 0.133 0.133 0.15 0.133 0.267 0.242 0.142 0.15 0.125 0.1 0.092 0.075 0.083 0.075 0.075 0.067 0.075 0.075 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.267 0.317 0.167 0.142 0.167 0.175 0.15 0.158 0.133 0.117 0.117 0.125 0.083 0.075 0.067 0.092 0.092 0.1 0.1 0.083 0.092 0.083 0.067 0.083 0.067
0.475 0.283 0.208 0.192 0.125 0.125 0.108 0.108 0.108 0.067 0.075 0.017 0.067 0.042 0.033 0 0 0.008 0 0 0 0 0 0 0 0.475 0.392 0.3 0.217 0.183 0.158 0.167 0.15 0.1 0.1 0.1 0.075 0.075 0.075 0.075 0.1 0.108 0.108 0.083 0.067 0.075 0.067 0.067 0.042 0.033 0.442 0.267 0.192 0.167 0.175 0.108 0.083 0.108 0.15 0.108 0.108 0.092 0.092 0.1 0.083 0.1 0.1 0.083 0.075 0.083 0.092 0.083 0.083 0.083 0.083 0.442 0.35 0.3 0.3 0.3 0.225 0.2 0.208 0.208 0.208 0.158 0.175 0.108 0.108 0.125 0.108 0.092 0.092 0.092 0.075 0.075 0.058 0.067 0.058 0.033
0.383 0.217 0.175 0.125 0.125 0.142 0.117 0.108 0.117 0.1 0.1 0.083 0.083 0.1 0.1 0.1 0.1 0.1 0.083 0.083 0.083 0.083 0.083 0.083 0.083 0.383 0.275 0.225 0.183 0.158 0.2 0.158 0.133 0.117 0.117 0.117 0.117 0.092 0.1 0.083 0.083 0.083 0.083 0.092 0.083 0.083 0.083 0.083 0.083 0.1 0.408 0.233 0.225 0.2 0.192 0.158 0.167 0.133 0.15 0.15 0.15 0.15 0.142 0.15 0.158 0.142 0.15 0.15 0.142 0.133 0.142 0.142 0.15 0.158 0.167 0.408 0.4 0.3 0.242 0.25 0.2 0.183 0.142 0.158 0.15 0.142 0.15 0.142 0.142 0.133 0.133 0.125 0.133 0.133 0.125 0.117 0.117 0.117 0.108 0.1
0.342 0.3 0.25 0.2 0.233 0.225 0.242 0.267 0.258 0.258 0.258 0.292 0.3 0.275 0.275 0.283 0.283 0.275 0.283 0.3 0.3 0.283 0.275 0.258 0.25 0.342 0.367 0.308 0.308 0.267 0.292 0.267 0.258 0.242 0.233 0.275 0.292 0.283 0.275 0.283 0.275 0.292 0.292 0.283 0.3 0.308 0.292 0.3 0.292 0.3 0.4 0.275 0.3 0.225 0.217 0.233 0.225 0.225 0.233 0.225 0.233 0.225 0.225 0.242 0.242 0.242 0.242 0.242 0.242 0.25 0.25 0.25 0.25 0.25 0.25 0.4 0.35 0.292 0.283 0.233 0.242 0.217 0.25 0.225 0.225 0.217 0.233 0.225 0.233 0.242 0.233 0.242 0.242 0.233 0.233 0.233 0.233 0.233 0.242 0.242
